corrupcao,sexo2,idade1,rendaf,escola,Ljato,partido2,AvalTemer,denunciaTemer
Incompetencia,Masculino,18,4,6,Ira_diminuir,1,3,Nao_deveria
Incompetencia,Feminino,64,1,2,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,16,1,4,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,35,2,7,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,25,1,6,Ira_diminuir,1,7,.
Incompetencia,Masculino,21,4,5,Ira_diminuir,0,8,Nao_deveria
Corrupcao,Masculino,25,1,3,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,68,1,1,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,18,1,2,Continuara_igual,.,0,Sim_deveria
Incompetencia,Feminino,52,2,2,Ira_diminuir,1,10,Sim_deveria
Corrupcao,Masculino,34,1,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,26,5,6,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,46,4,7,Continuara_igual,1,2,Sim_deveria
Incompetencia,Masculino,53,.,1,Ira_diminuir,0,2,Sim_deveria
Corrupcao,Masculino,22,4,5,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,18,2,4,Continuara_igual,0,3,Sim_deveria
Corrupcao,Feminino,52,1,2,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Feminino,45,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,66,2,1,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,55,3,8,Continuara_igual,0,4,Sim_deveria
.,Masculino,47,.,2,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,34,5,7,Continuara_igual,1,2,Nao_deveria
Incompetencia,Feminino,22,1,5,Continuara_igual,1,7,Sim_deveria
Corrupcao,Masculino,24,2,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,23,1,4,Continuara_igual,0,5,Sim_deveria
Incompetencia,Feminino,39,3,5,Ira_diminuir,1,0,Sim_deveria
.,Masculino,41,1,1,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,19,2,6,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,60,1,3,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Feminino,64,3,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,34,1,5,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Masculino,60,5,5,Continuara_igual,0,3,Sim_deveria
Incompetencia,Masculino,49,4,5,Ira_diminuir,1,6,Sim_deveria
Incompetencia,Feminino,55,1,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,32,1,5,Continuara_igual,1,3,Sim_deveria
Incompetencia,Feminino,60,2,3,Continuara_igual,1,8,Nao_deveria
Corrupcao,Masculino,60,4,7,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Feminino,54,1,3,Ira_diminuir,.,0,Sim_deveria
Corrupcao,Masculino,53,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,26,1,6,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,58,1,2,Ira_diminuir,0,0,Nao_deveria
Incompetencia,Masculino,16,1,4,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Masculino,75,3,1,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,38,1,5,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Masculino,40,4,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,78,1,3,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,46,4,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,21,1,6,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Masculino,48,4,5,Continuara_igual,.,3,Sim_deveria
Corrupcao,Feminino,45,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,40,2,5,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,76,1,1,Continuara_igual,1,2,Nao_deveria
Corrupcao,Feminino,31,4,5,Ira_diminuir,1,5,Nao_deveria
Incompetencia,Masculino,56,1,2,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Masculino,21,1,7,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,52,4,7,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Feminino,21,4,6,Continuara_igual,1,4,Sim_deveria
Incompetencia,Feminino,17,1,4,Continuara_igual,1,3,Sim_deveria
Incompetencia,Masculino,40,3,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,68,1,1,Ira_diminuir,1,7,Nao_deveria
Corrupcao,Feminino,25,1,2,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,33,1,6,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,45,2,5,Continuara_igual,1,5,.
Corrupcao,Feminino,55,4,5,Ira_aumentar,0,7,Sim_deveria
Incompetencia,Masculino,27,1,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,37,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,36,4,7,Ira_diminuir,0,2,Sim_deveria
Corrupcao,Masculino,43,1,5,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,34,1,5,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Feminino,50,1,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,49,.,1,Continuara_igual,1,6,Sim_deveria
Incompetencia,Feminino,23,1,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,19,3,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,66,1,1,Continuara_igual,0,.,Sim_deveria
Incompetencia,Feminino,50,2,1,.,1,8,Sim_deveria
Corrupcao,Masculino,39,5,7,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Feminino,24,5,5,Continuara_igual,1,5,Nao_deveria
Incompetencia,Masculino,18,1,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,54,1,2,Ira_diminuir,.,5,Sim_deveria
Corrupcao,Feminino,54,1,4,Continuara_igual,0,4,Sim_deveria
Corrupcao,Feminino,40,4,8,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,37,3,6,Continuara_igual,0,0,Sim_deveria
.,Masculino,62,1,2,Ira_aumentar,0,1,Sim_deveria
Corrupcao,Masculino,31,2,3,Continuara_igual,0,6,Sim_deveria
Corrupcao,Feminino,43,1,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,66,2,1,Ira_diminuir,0,9,Nao_deveria
Corrupcao,Masculino,42,1,1,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,48,1,2,Ira_diminuir,1,3,Nao_deveria
Corrupcao,Feminino,63,1,2,Ira_diminuir,0,7,Nao_deveria
Corrupcao,Feminino,25,2,3,Continuara_igual,0,5,Sim_deveria
Incompetencia,Feminino,34,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,28,2,5,Ira_diminuir,0,4,Sim_deveria
Incompetencia,Feminino,48,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,69,1,1,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Masculino,38,1,4,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,73,4,7,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,51,1,1,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,30,1,5,Continuara_igual,.,0,Sim_deveria
Incompetencia,Feminino,37,1,5,Continuara_igual,1,5,Sim_deveria
Incompetencia,Masculino,25,4,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,59,3,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,54,1,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,23,1,3,Continuara_igual,.,1,Sim_deveria
Corrupcao,Feminino,47,2,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,48,1,2,Continuara_igual,1,4,Sim_deveria
Incompetencia,Feminino,16,1,2,Continuara_igual,1,1,Nao_deveria
Corrupcao,Feminino,37,1,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,28,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,35,2,6,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,52,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,48,1,1,Continuara_igual,1,2,Sim_deveria
Incompetencia,Feminino,42,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,18,1,2,Ira_diminuir,0,6,Sim_deveria
Incompetencia,Masculino,53,1,5,Continuara_igual,1,3,Sim_deveria
Corrupcao,Feminino,61,1,1,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,31,2,8,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,29,1,5,Continuara_igual,1,6,Nao_deveria
Corrupcao,Feminino,28,1,1,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,34,1,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,58,4,7,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Masculino,38,3,7,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,25,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,68,4,2,Continuara_igual,.,0,Sim_deveria
Corrupcao,Masculino,48,1,1,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,29,.,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,17,1,5,Ira_diminuir,1,6,Sim_deveria
Corrupcao,Feminino,16,.,4,Continuara_igual,1,0,Sim_deveria
.,Feminino,42,1,3,Continuara_igual,1,0,.
Corrupcao,Feminino,39,1,4,.,1,3,Sim_deveria
Corrupcao,Masculino,41,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,44,1,3,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Feminino,46,1,8,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,60,.,1,.,1,0,Sim_deveria
Incompetencia,Masculino,38,1,4,Continuara_igual,1,2,Sim_deveria
Incompetencia,Masculino,33,2,5,Ira_aumentar,0,10,Sim_deveria
Incompetencia,Feminino,38,2,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,33,4,7,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,53,4,4,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,20,3,5,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,40,4,8,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,47,3,7,Continuara_igual,1,2,Sim_deveria
Incompetencia,Feminino,73,1,6,Ira_aumentar,1,10,Nao_deveria
Corrupcao,Masculino,42,1,4,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,60,4,8,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Feminino,40,1,1,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,21,1,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,53,2,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,19,1,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,16,3,4,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,20,3,6,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,53,2,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,31,1,5,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,21,4,7,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,52,2,1,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,18,1,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,36,1,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,48,1,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,51,3,7,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,19,1,4,Continuara_igual,0,6,Sim_deveria
Corrupcao,Masculino,39,1,5,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,31,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,28,2,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,68,4,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,22,3,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,49,4,8,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,23,2,5,Ira_diminuir,1,8,Sim_deveria
Corrupcao,Masculino,51,1,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,22,4,6,Continuara_igual,1,5,Sim_deveria
Incompetencia,Feminino,53,1,2,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,35,2,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,34,.,8,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,18,1,4,Ira_diminuir,0,9,Sim_deveria
Corrupcao,Masculino,45,1,5,Continuara_igual,0,4,.
Corrupcao,Masculino,58,3,5,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Feminino,35,3,5,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,19,1,4,Ira_aumentar,1,2,Sim_deveria
Corrupcao,Masculino,36,3,5,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Masculino,18,1,4,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,65,3,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,30,2,5,Continuara_igual,1,0,.
Incompetencia,Feminino,46,1,5,Continuara_igual,1,4,Sim_deveria
Incompetencia,Masculino,45,3,1,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,27,1,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,22,3,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,63,1,1,.,1,.,.
Incompetencia,Feminino,22,1,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,19,1,5,Continuara_igual,1,5,Sim_deveria
Incompetencia,Feminino,45,1,1,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,34,2,5,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Feminino,40,1,5,Continuara_igual,1,4,.
Corrupcao,Feminino,48,1,1,Continuara_igual,.,10,Sim_deveria
Corrupcao,Feminino,41,1,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,43,1,2,Ira_aumentar,1,2,Sim_deveria
Corrupcao,Feminino,36,2,6,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,53,1,2,Continuara_igual,0,8,Nao_deveria
Incompetencia,Feminino,24,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,73,1,2,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,22,1,6,Ira_diminuir,1,4,.
Incompetencia,Masculino,49,3,8,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,53,1,8,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,59,3,5,Continuara_igual,1,5,Sim_deveria
Incompetencia,Feminino,71,1,1,Ira_diminuir,0,6,Sim_deveria
Incompetencia,Masculino,26,1,5,Continuara_igual,1,5,Nao_deveria
Corrupcao,Masculino,21,4,5,Ira_diminuir,1,5,Sim_deveria
.,Feminino,37,3,6,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,45,3,5,Continuara_igual,1,2,Sim_deveria
Corrupcao,Masculino,27,3,5,Ira_diminuir,0,4,Sim_deveria
Incompetencia,Masculino,74,3,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,40,4,8,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,49,2,5,Ira_diminuir,1,8,Sim_deveria
Incompetencia,Feminino,39,1,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,19,1,5,Ira_diminuir,0,3,Sim_deveria
Incompetencia,Feminino,27,3,7,Continuara_igual,0,4,Sim_deveria
Incompetencia,Feminino,52,1,2,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,80,3,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,32,2,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,40,4,1,Ira_diminuir,1,0,Nao_deveria
Corrupcao,Masculino,49,1,5,Continuara_igual,1,0,Nao_deveria
Corrupcao,Feminino,75,5,8,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,29,2,4,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,35,1,5,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Feminino,21,1,4,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,19,3,5,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,58,1,1,.,.,0,Sim_deveria
Incompetencia,Feminino,17,4,4,Continuara_igual,.,0,Sim_deveria
Corrupcao,Masculino,44,5,7,Ira_diminuir,0,5,Nao_deveria
Corrupcao,Masculino,42,2,8,Ira_diminuir,.,4,Sim_deveria
Incompetencia,Feminino,49,1,5,Continuara_igual,1,4,Sim_deveria
Incompetencia,Masculino,31,2,4,Continuara_igual,0,6,Sim_deveria
Corrupcao,Feminino,30,2,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,33,3,7,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,18,2,5,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Masculino,40,4,5,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Masculino,45,.,5,.,1,0,Sim_deveria
Corrupcao,Feminino,38,1,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,39,1,1,Ira_diminuir,.,10,Sim_deveria
Incompetencia,Feminino,51,1,7,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,20,1,2,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,34,3,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,63,1,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,21,2,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,37,1,5,Continuara_igual,.,0,Sim_deveria
Incompetencia,Feminino,21,2,5,Ira_aumentar,.,0,Sim_deveria
Incompetencia,Feminino,32,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,42,1,5,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,32,4,5,Ira_diminuir,.,10,Nao_deveria
Corrupcao,Masculino,46,3,8,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,35,1,6,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,47,4,4,Continuara_igual,0,6,Sim_deveria
Incompetencia,Masculino,24,3,4,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,34,3,2,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,25,3,4,Ira_diminuir,0,7,Nao_deveria
Incompetencia,Feminino,22,2,4,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,21,1,5,Ira_diminuir,0,4,Sim_deveria
Incompetencia,Masculino,18,1,4,Ira_diminuir,.,0,Sim_deveria
Incompetencia,Feminino,68,1,1,.,1,10,Sim_deveria
Corrupcao,Masculino,33,1,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,64,.,3,Ira_aumentar,.,0,Sim_deveria
Corrupcao,Feminino,19,1,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,36,1,1,Continuara_igual,0,1,Sim_deveria
Corrupcao,Masculino,59,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,35,1,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,62,4,7,Ira_diminuir,1,10,Nao_deveria
Corrupcao,Feminino,21,1,5,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,48,1,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,40,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,45,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,23,1,3,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,56,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,74,1,1,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,76,4,7,Ira_diminuir,0,2,Sim_deveria
Incompetencia,Masculino,23,1,2,Ira_diminuir,0,7,Sim_deveria
.,Feminino,67,1,1,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,16,1,4,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,40,5,6,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,26,1,4,Continuara_igual,1,3,Sim_deveria
.,Feminino,67,1,1,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,41,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,43,2,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,52,1,1,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,21,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,25,1,6,Continuara_igual,1,1,Sim_deveria
.,Feminino,56,1,2,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,40,.,5,Continuara_igual,1,.,.
Incompetencia,Feminino,64,4,5,Ira_diminuir,1,7,Sim_deveria
Corrupcao,Feminino,58,1,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,66,2,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,23,1,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,37,1,4,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,54,1,1,Ira_diminuir,0,7,Sim_deveria
Corrupcao,Masculino,71,3,2,Ira_aumentar,0,0,Nao_deveria
Incompetencia,Masculino,46,3,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,17,2,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,35,3,2,Ira_diminuir,1,8,Sim_deveria
Incompetencia,Feminino,22,1,6,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,41,3,7,Continuara_igual,1,4,Sim_deveria
Incompetencia,Masculino,36,3,7,Ira_diminuir,1,6,Sim_deveria
Corrupcao,Masculino,48,3,4,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,17,4,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,53,5,5,Continuara_igual,1,3,Sim_deveria
Incompetencia,Feminino,40,4,7,Ira_aumentar,.,0,Sim_deveria
Corrupcao,Masculino,59,1,3,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,72,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,62,2,1,Continuara_igual,0,10,.
Incompetencia,Feminino,36,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,42,1,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,76,1,1,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,39,2,7,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,18,1,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,16,3,4,Ira_diminuir,1,7,Sim_deveria
Corrupcao,Masculino,18,2,4,Ira_diminuir,.,4,Sim_deveria
Corrupcao,Feminino,48,1,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,40,2,8,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,70,2,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,25,5,6,Continuara_igual,1,2,Sim_deveria
Corrupcao,Masculino,47,1,2,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Masculino,39,1,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,51,2,8,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,16,1,4,Continuara_igual,1,7,Sim_deveria
.,Masculino,50,2,5,Continuara_igual,.,6,Sim_deveria
Corrupcao,Masculino,47,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,45,1,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,35,2,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,28,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,30,1,4,Continuara_igual,0,7,Sim_deveria
Incompetencia,Masculino,53,2,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,34,3,5,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,20,4,6,Ira_diminuir,.,5,Sim_deveria
Corrupcao,Feminino,41,1,7,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Feminino,25,1,2,Continuara_igual,0,4,Sim_deveria
Incompetencia,Masculino,28,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,17,3,5,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Masculino,72,4,5,Ira_diminuir,1,8,Sim_deveria
Corrupcao,Masculino,62,5,6,Continuara_igual,1,1,Sim_deveria
Corrupcao,Feminino,48,2,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,32,4,8,Continuara_igual,.,0,Sim_deveria
Incompetencia,Masculino,46,1,6,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,62,1,1,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,39,2,1,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,77,1,1,Ira_diminuir,0,8,.
Incompetencia,Masculino,60,1,1,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,63,2,5,Continuara_igual,1,5,Nao_deveria
Incompetencia,Masculino,60,1,5,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,28,1,5,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Feminino,18,1,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,36,1,2,.,1,2,.
Incompetencia,Feminino,40,2,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,19,1,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,57,1,2,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,60,5,8,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,64,3,7,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,52,1,4,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,52,1,2,Continuara_igual,0,8,Nao_deveria
Corrupcao,Feminino,19,.,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,49,3,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,40,1,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,25,3,2,Ira_aumentar,0,1,Sim_deveria
Corrupcao,Feminino,40,1,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,53,2,6,Ira_diminuir,0,3,Sim_deveria
Incompetencia,Feminino,62,2,2,Continuara_igual,1,8,Sim_deveria
Corrupcao,Masculino,66,3,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,28,4,7,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,82,.,3,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,39,3,5,Continuara_igual,1,2,Sim_deveria
Corrupcao,Masculino,45,1,2,Ira_diminuir,.,7,Nao_deveria
Incompetencia,Masculino,17,1,5,Continuara_igual,.,5,Sim_deveria
